C,val_roc_auc
0.01,0.9530846713034801
0.03,0.9530851843955933
0.1,0.9530457587640988
0.3,0.9530638864917103
1.0,0.9530734382511417
3.0,0.9530761594718141
10.0,0.9530776437739991
30.0,0.953077643773999
100.0,0.953077643773999
