query_id,inliers_top1,baseline_correct,reranked_correct
447,9.0,0,1
448,17.0,0,1
449,8.0,0,1
450,6.0,0,1
451,8.0,0,1
452,188.0,1,1
453,198.0,1,1
454,204.0,1,1
455,63.0,1,1
456,70.0,1,1
457,174.0,1,1
458,220.0,1,1
459,9.0,0,0
460,32.0,1,1
461,153.0,1,1
462,170.0,1,1
463,190.0,1,1
464,11.0,0,1
465,110.0,1,1
466,265.0,1,1
467,216.0,1,1
468,250.0,1,1
469,183.0,1,1
470,188.0,1,1
471,209.0,1,1
472,119.0,1,1
473,137.0,1,1
474,8.0,0,1
475,234.0,1,1
476,7.0,0,1
477,9.0,0,1
478,215.0,1,1
479,166.0,1,1
480,9.0,0,0
481,112.0,1,1
482,10.0,0,0
483,10.0,0,0
484,11.0,0,0
485,10.0,0,1
486,12.0,0,0
487,12.0,0,1
488,9.0,0,0
489,8.0,0,1
490,15.0,0,0
491,12.0,0,1
492,7.0,0,0
493,81.0,1,1
494,9.0,0,1
495,11.0,0,0
496,9.0,0,0
497,13.0,0,1
498,8.0,0,0
499,104.0,1,1
500,9.0,0,1
501,11.0,0,0
502,9.0,0,0
503,12.0,0,0
504,11.0,0,0
505,9.0,0,0
506,8.0,0,0
507,11.0,0,0
508,13.0,0,0
509,9.0,0,0
510,12.0,0,0
511,18.0,1,0
512,11.0,0,1
513,14.0,0,0
514,122.0,1,1
515,10.0,0,0
516,7.0,0,1
517,97.0,1,1
518,133.0,1,1
519,112.0,1,1
520,7.0,0,0
521,12.0,0,0
522,13.0,0,1
523,59.0,1,1
524,7.0,0,1
525,13.0,0,0
526,71.0,1,1
527,94.0,1,1
528,17.0,0,0
529,12.0,0,0
530,7.0,0,0
531,72.0,1,1
532,7.0,0,0
533,7.0,0,0
534,6.0,0,1
535,11.0,0,0
536,9.0,0,0
537,9.0,0,0
538,18.0,1,1
539,11.0,0,0
540,10.0,0,0
541,8.0,0,0
542,11.0,0,0
543,9.0,0,0
544,7.0,0,0
545,65.0,1,1
546,129.0,1,1
547,9.0,0,0
548,7.0,0,0
549,16.0,0,0
550,8.0,0,0
551,6.0,0,0
552,54.0,1,1
553,7.0,0,0
554,11.0,0,1
555,11.0,0,0
556,8.0,0,0
557,89.0,1,1
558,17.0,0,0
559,8.0,0,0
560,85.0,1,1
561,17.0,0,0
562,8.0,0,1
563,10.0,0,1
564,27.0,0,1
565,8.0,0,0
566,12.0,0,0
567,50.0,1,1
568,30.0,0,0
569,11.0,0,0
570,6.0,0,0
571,85.0,1,1
572,92.0,1,1
573,7.0,0,0
574,5.0,0,1
575,9.0,0,0
576,122.0,1,1
577,9.0,0,0
578,7.0,0,1
579,11.0,0,0
580,156.0,1,1
581,14.0,0,0
582,11.0,0,1
583,6.0,0,0
584,86.0,1,1
585,12.0,0,0
586,7.0,0,1
587,7.0,0,0
588,10.0,1,1
589,13.0,0,0
590,11.0,0,1
591,8.0,0,1
592,8.0,0,0
593,83.0,1,1
594,9.0,0,0
595,7.0,0,0
596,12.0,0,1
597,12.0,0,1
598,7.0,0,0
599,8.0,0,0
600,13.0,0,0
601,6.0,0,1
602,13.0,0,0
603,9.0,0,0
604,13.0,0,1
605,9.0,0,1
606,9.0,0,0
607,10.0,0,0
608,10.0,0,0
609,8.0,0,1
610,12.0,0,1
611,8.0,0,0
612,11.0,0,1
613,8.0,0,1
614,7.0,0,0
615,6.0,0,0
616,9.0,0,1
617,25.0,1,1
618,10.0,0,0
619,17.0,0,0
620,8.0,0,0
621,8.0,1,1
622,7.0,0,1
623,12.0,0,0
624,16.0,0,0
625,77.0,1,1
626,8.0,0,0
627,9.0,0,0
628,15.0,1,1
629,8.0,1,1
630,12.0,1,1
631,9.0,1,1
632,7.0,1,1
633,7.0,0,1
634,6.0,0,0
635,8.0,1,0
636,11.0,1,1
637,31.0,1,1
638,6.0,0,0
639,8.0,0,0
640,5.0,0,0
641,6.0,0,0
642,10.0,0,0
643,7.0,0,0
644,7.0,0,0
645,6.0,0,1
646,14.0,0,1
647,10.0,0,1
648,15.0,0,1
649,44.0,0,1
650,14.0,0,1
651,10.0,0,1
652,9.0,0,1
653,8.0,0,0
654,92.0,1,1
655,7.0,0,1
656,147.0,1,1
657,140.0,1,1
658,64.0,1,1
659,11.0,0,0
660,62.0,1,1
661,22.0,1,1
662,14.0,1,1
663,5.0,0,0
664,136.0,1,1
665,9.0,0,0
666,9.0,0,0
