query_id,inliers_top1,baseline_correct,reranked_correct
427,122.0,1,1
428,80.0,1,1
429,124.0,1,1
430,99.0,1,1
431,101.0,1,1
432,45.0,1,1
433,13.0,0,1
434,98.0,1,1
435,9.0,0,0
436,7.0,1,1
437,136.0,1,1
438,61.0,1,1
439,61.0,1,1
440,69.0,1,1
441,14.0,0,0
442,106.0,1,1
443,104.0,1,1
444,132.0,1,1
445,118.0,1,1
446,147.0,1,1
447,86.0,1,1
448,93.0,1,1
449,99.0,1,1
450,68.0,1,1
451,151.0,1,1
452,66.0,1,1
453,108.0,1,1
454,101.0,1,1
455,100.0,1,1
456,142.0,1,1
457,6.0,0,1
458,77.0,1,1
459,10.0,0,1
460,125.0,1,1
461,112.0,1,1
462,23.0,0,1
463,6.0,0,1
464,100.0,1,1
465,93.0,1,1
466,99.0,1,1
467,147.0,1,1
468,121.0,1,1
469,124.0,1,1
470,125.0,1,1
471,9.0,0,1
472,98.0,1,1
473,130.0,1,1
474,157.0,1,1
475,90.0,1,1
476,129.0,1,1
477,5.0,0,1
478,182.0,1,1
479,171.0,1,1
480,12.0,0,1
481,197.0,1,1
482,6.0,0,0
483,10.0,0,0
484,6.0,0,0
485,171.0,1,1
486,8.0,0,0
487,102.0,1,1
488,74.0,1,1
489,78.0,1,1
490,132.0,1,1
491,90.0,1,1
492,24.0,1,1
493,118.0,1,1
494,16.0,1,1
495,111.0,1,1
496,125.0,1,1
497,5.0,0,1
498,5.0,0,0
499,78.0,1,1
500,42.0,1,1
501,105.0,1,1
502,32.0,1,1
503,75.0,1,1
504,75.0,1,1
505,106.0,1,1
506,49.0,1,1
507,114.0,1,1
508,120.0,1,1
509,146.0,1,1
510,145.0,1,1
511,41.0,1,1
512,63.0,1,1
513,142.0,1,1
514,137.0,1,1
515,15.0,0,1
516,118.0,1,1
517,47.0,1,1
518,33.0,1,0
519,86.0,1,1
520,74.0,1,1
521,101.0,1,1
522,104.0,1,1
523,41.0,1,1
524,71.0,1,1
525,94.0,1,1
526,90.0,1,1
527,73.0,1,1
528,111.0,1,1
529,8.0,0,1
530,62.0,1,1
531,43.0,1,1
532,90.0,1,1
533,97.0,1,1
534,42.0,1,1
535,148.0,1,1
536,99.0,1,1
537,74.0,1,1
538,43.0,1,0
539,73.0,1,1
540,115.0,1,1
541,84.0,1,1
542,178.0,1,1
543,69.0,1,1
544,104.0,1,1
545,80.0,1,1
546,53.0,0,1
547,224.0,1,1
548,62.0,1,1
549,86.0,1,1
550,42.0,1,1
551,228.0,1,1
552,151.0,1,1
553,106.0,1,1
554,75.0,1,1
555,121.0,1,1
556,62.0,1,1
557,51.0,1,1
558,162.0,1,1
559,109.0,1,1
560,6.0,0,0
561,6.0,0,1
562,114.0,1,1
563,168.0,1,1
564,12.0,0,1
565,67.0,1,1
566,161.0,1,1
567,28.0,0,0
568,117.0,1,1
569,45.0,1,1
570,89.0,1,1
571,70.0,1,1
572,65.0,1,1
573,160.0,1,1
574,116.0,1,1
575,117.0,1,1
576,58.0,1,1
577,126.0,1,1
578,121.0,1,1
579,136.0,1,1
580,106.0,1,1
581,131.0,1,1
582,86.0,1,1
583,121.0,1,1
584,104.0,1,1
585,71.0,1,1
586,157.0,1,1
587,133.0,1,1
588,81.0,1,1
589,5.0,0,1
590,61.0,1,1
591,180.0,1,1
592,53.0,1,1
593,50.0,1,1
594,90.0,1,1
595,180.0,1,1
596,49.0,1,1
597,79.0,1,1
598,47.0,1,1
599,181.0,1,1
600,73.0,1,1
601,8.0,1,1
602,34.0,1,1
603,7.0,0,1
604,199.0,1,1
605,73.0,1,1
606,38.0,1,1
607,51.0,1,1
608,12.0,0,0
609,120.0,1,1
610,22.0,1,1
611,7.0,0,1
612,22.0,0,0
613,121.0,1,1
614,82.0,1,1
615,3.0,0,0
616,8.0,0,0
617,4.0,0,0
618,13.0,0,0
619,142.0,1,1
620,101.0,1,1
621,88.0,1,1
622,117.0,1,1
623,78.0,1,1
624,100.0,1,1
625,107.0,1,1
626,22.0,1,1
627,24.0,0,1
628,43.0,1,1
629,9.0,0,1
630,7.0,0,1
631,90.0,1,1
632,58.0,1,1
633,4.0,0,1
634,29.0,1,1
635,13.0,0,1
636,35.0,1,1
637,36.0,1,1
638,17.0,1,1
639,38.0,1,1
640,26.0,1,1
641,17.0,1,1
642,39.0,0,1
643,16.0,1,1
644,31.0,1,1
645,16.0,1,1
646,39.0,1,1
647,11.0,0,1
648,8.0,0,1
649,20.0,0,1
650,5.0,1,1
651,8.0,1,1
652,154.0,1,1
653,130.0,1,1
654,106.0,1,1
655,71.0,1,1
656,125.0,1,1
657,69.0,1,1
658,108.0,0,0
659,130.0,1,1
660,115.0,1,1
661,131.0,1,1
662,146.0,1,1
663,114.0,1,1
664,107.0,1,1
665,9.0,0,0
666,113.0,1,1
667,7.0,1,1
668,100.0,1,1
669,82.0,1,1
670,179.0,1,1
671,56.0,1,1
672,50.0,1,1
673,50.0,1,1
674,81.0,1,1
675,125.0,1,1
676,120.0,1,1
677,90.0,1,1
678,112.0,1,1
679,66.0,1,1
680,38.0,1,1
681,19.0,0,1
682,75.0,1,1
683,63.0,1,1
684,10.0,1,1
685,95.0,1,1
686,55.0,1,1
687,53.0,1,1
688,42.0,1,1
689,63.0,1,1
690,54.0,1,1
691,43.0,1,1
692,54.0,1,1
693,39.0,1,1
694,105.0,1,1
695,88.0,1,1
696,101.0,1,1
697,82.0,1,1
698,57.0,1,1
699,85.0,1,1
700,75.0,1,1
701,14.0,0,1
702,69.0,1,1
703,55.0,1,1
704,73.0,1,1
705,63.0,1,1
706,56.0,1,1
707,50.0,1,1
708,63.0,1,0
709,56.0,1,1
710,8.0,0,1
711,8.0,0,1
