query_id,inliers_top1,baseline_correct,reranked_correct
579,6.0,0,1
580,156.0,1,1
581,12.0,0,1
582,30.0,1,1
583,28.0,0,1
584,86.0,1,1
585,114.0,1,1
586,6.0,0,0
587,7.0,0,0
588,10.0,1,1
589,8.0,0,1
590,12.0,0,1
591,19.0,0,1
592,40.0,1,1
593,83.0,1,1
594,6.0,0,1
595,62.0,1,1
596,76.0,1,1
597,31.0,0,0
598,46.0,1,1
599,11.0,0,1
600,6.0,0,0
601,16.0,1,1
602,8.0,0,1
603,8.0,0,0
604,42.0,1,1
605,6.0,0,0
606,7.0,0,0
607,26.0,1,1
608,9.0,0,0
609,11.0,0,0
610,25.0,1,1
611,34.0,1,1
612,11.0,1,1
613,7.0,0,1
614,8.0,0,1
615,19.0,1,1
616,35.0,1,1
617,6.0,0,1
618,8.0,0,0
619,8.0,0,0
620,8.0,1,1
621,10.0,0,0
622,54.0,1,1
623,14.0,0,0
624,8.0,0,0
625,77.0,1,1
626,8.0,0,0
627,6.0,0,0
628,29.0,1,1
629,21.0,1,1
630,34.0,1,1
631,21.0,1,1
632,7.0,1,1
633,7.0,0,1
634,6.0,0,0
635,10.0,1,0
636,12.0,0,1
637,16.0,0,1
638,8.0,0,0
639,8.0,0,0
640,8.0,0,0
641,13.0,0,0
642,8.0,0,0
643,6.0,0,1
644,11.0,0,1
645,7.0,0,1
646,10.0,0,1
647,9.0,0,1
648,7.0,0,0
649,44.0,0,1
650,8.0,0,0
651,10.0,0,0
652,10.0,0,0
653,7.0,0,1
654,119.0,1,1
655,12.0,0,0
656,147.0,1,1
657,140.0,1,1
658,64.0,1,1
659,10.0,0,0
660,155.0,1,1
661,155.0,1,1
662,156.0,1,1
663,6.0,0,0
664,136.0,1,1
665,142.0,1,1
666,10.0,0,1
667,9.0,0,1
668,8.0,1,1
669,12.0,1,1
670,16.0,1,0
671,13.0,0,1
672,61.0,1,1
673,14.0,1,1
674,15.0,1,1
675,60.0,1,1
676,67.0,1,1
677,151.0,1,1
678,29.0,1,1
679,36.0,1,1
680,29.0,1,1
681,15.0,1,1
682,35.0,1,1
683,145.0,1,1
684,182.0,1,1
685,113.0,1,1
686,46.0,1,1
687,7.0,0,0
