query_id,inliers_top1,baseline_correct,reranked_correct
647,7.0,0,1
648,0.0,0,0
649,8.0,0,1
650,8.0,0,0
651,7.0,0,0
652,5.0,0,0
653,7.0,0,1
654,70.0,1,1
655,10.0,0,0
656,64.0,1,1
657,72.0,1,1
658,52.0,1,1
659,4.0,0,0
660,96.0,1,1
661,113.0,1,1
662,106.0,1,1
663,5.0,0,0
664,87.0,1,1
665,86.0,1,1
666,7.0,0,1
667,5.0,0,1
668,5.0,1,1
669,6.0,1,1
670,15.0,1,1
671,5.0,0,0
672,41.0,1,1
673,17.0,1,1
674,17.0,1,1
675,33.0,1,1
676,57.0,1,1
677,105.0,1,1
678,39.0,1,1
679,64.0,1,1
680,53.0,1,1
681,64.0,1,1
682,56.0,1,1
683,92.0,1,1
684,97.0,1,1
685,77.0,1,1
686,6.0,1,1
687,4.0,0,0
688,7.0,0,0
689,42.0,1,1
690,39.0,1,1
691,43.0,1,1
692,48.0,1,1
693,61.0,1,1
694,38.0,1,1
695,5.0,0,1
696,54.0,1,1
697,55.0,1,1
698,73.0,1,1
699,10.0,0,1
700,0.0,0,1
701,9.0,0,1
