query_id,inliers_top1,baseline_correct,reranked_correct
109,7.0,0,1
110,6.0,0,0
111,9.0,0,0
112,19.0,0,0
113,10.0,0,0
114,6.0,0,0
115,3.0,0,0
116,6.0,0,0
117,12.0,0,0
118,7.0,0,1
119,7.0,0,1
120,13.0,0,1
121,7.0,0,0
122,13.0,0,0
123,16.0,0,1
124,175.0,1,1
125,4.0,0,1
126,8.0,0,0
127,10.0,0,1
128,4.0,0,1
129,5.0,0,0
130,14.0,0,1
131,53.0,1,1
132,4.0,0,0
133,10.0,0,0
134,34.0,1,1
135,17.0,0,0
136,33.0,1,1
137,6.0,0,1
138,19.0,0,0
139,13.0,0,0
140,15.0,0,0
141,5.0,0,1
142,6.0,0,0
143,6.0,0,0
144,39.0,1,1
145,15.0,1,1
146,4.0,0,0
147,55.0,1,1
148,5.0,0,0
149,27.0,1,1
150,7.0,0,1
151,5.0,0,0
152,4.0,0,0
153,4.0,0,0
154,5.0,0,0
155,7.0,0,0
156,10.0,0,1
157,9.0,0,0
158,6.0,0,0
159,9.0,0,0
160,4.0,0,1
161,6.0,0,0
162,15.0,0,0
163,6.0,0,0
164,4.0,0,0
165,8.0,0,0
166,0.0,0,0
167,5.0,0,0
168,5.0,0,0
169,7.0,0,0
170,6.0,0,0
171,5.0,0,0
172,7.0,0,0
173,5.0,0,0
174,4.0,0,0
175,6.0,0,0
176,5.0,0,0
177,4.0,0,0
178,14.0,0,0
179,6.0,0,0
180,26.0,0,0
181,2.0,0,0
182,9.0,0,0
183,5.0,0,0
184,8.0,0,0
185,17.0,0,0
186,15.0,0,0
187,7.0,0,0
188,6.0,0,0
189,10.0,0,0
190,16.0,0,0
191,5.0,0,0
192,11.0,0,0
193,12.0,0,0
194,8.0,0,0
195,7.0,0,0
196,10.0,0,0
197,5.0,0,0
198,5.0,0,0
199,15.0,0,0
200,6.0,0,0
201,5.0,0,0
202,4.0,0,0
203,5.0,0,0
204,10.0,0,0
205,5.0,0,0
206,12.0,0,0
207,8.0,0,0
208,5.0,0,0
209,6.0,0,0
210,4.0,0,0
211,15.0,0,0
212,4.0,0,0
213,9.0,0,0
214,5.0,0,0
215,12.0,0,0
216,6.0,0,0
217,20.0,0,0
218,6.0,0,0
219,5.0,0,0
220,6.0,0,0
221,4.0,0,0
222,11.0,0,0
223,10.0,0,0
224,7.0,0,0
225,7.0,0,0
226,5.0,0,0
227,3.0,0,0
228,8.0,0,1
229,5.0,0,0
230,18.0,0,0
231,5.0,0,0
232,6.0,0,0
233,13.0,0,0
234,7.0,0,0
235,10.0,0,0
236,5.0,0,0
237,7.0,0,0
238,9.0,0,0
239,11.0,0,0
240,19.0,0,0
241,5.0,0,0
242,10.0,0,0
243,6.0,0,0
244,9.0,0,0
245,11.0,0,1
246,5.0,0,0
247,6.0,0,0
248,10.0,0,0
249,5.0,0,0
250,5.0,0,0
251,6.0,0,0
252,8.0,0,0
253,5.0,0,0
254,16.0,0,0
255,6.0,0,0
256,14.0,0,0
257,5.0,0,0
258,10.0,0,0
259,6.0,0,0
260,7.0,0,0
261,3.0,0,0
262,6.0,0,0
263,4.0,0,0
264,6.0,0,1
265,8.0,0,0
266,7.0,0,0
267,4.0,0,0
268,5.0,0,0
269,6.0,0,0
270,12.0,0,0
271,5.0,0,0
272,5.0,0,0
273,10.0,0,0
274,8.0,0,1
275,11.0,0,0
276,7.0,0,0
277,9.0,0,0
278,4.0,0,0
279,7.0,0,0
280,5.0,0,0
281,8.0,0,0
282,6.0,0,0
283,5.0,0,0
